country,region_id,region_name,year,risk_zone,i_drought_days,crust_flag,elf_raw,i_frost_days,frost_catastrophic,lr_standard_pct,lr_winter_pct,lr_full_pct,lat,lon,clay_pct,sowing_doy
MD,MD-AN,Anenii Noi,2008,Z2,7,0,0.09652032552329681,4,0,3.46,0.63,9.09,46.88,29.23,35,248
MD,MD-BA,Bălți,2008,Z1,0,0,0.009134684189400336,0,0,0.33,0.0,5.33,47.76,27.93,32,245
MD,MD-BR,Briceni,2008,Z1,0,0,0.009134684189400336,0,0,0.33,0.0,5.33,48.37,27.07,30,243
MD,MD-CA,Cahul,2008,Z1,22,0,0.9531802989619281,2,0,34.21,0.32,39.52,45.9,28.2,35,252
MD,MD-CM,Căușeni,2008,Z1,2,0,0.01822621460580879,0,0,0.65,0.0,5.65,46.63,29.41,37,250
MD,MD-CI,Cimișlia,2008,Z1,10,1,0.23388549229737815,3,0,9.89,0.47,15.37,46.52,28.78,37,250
MD,MD-CR,Criuleni,2008,Z2,0,0,0.009134684189400336,3,0,0.33,0.47,5.8,47.21,29.15,33,247
MD,MD-DO,Dondușeni,2008,Z1,0,0,0.009134684189400336,0,0,0.33,0.0,5.33,48.23,27.6,30,243
MD,MD-DR,Drochia,2008,Z1,0,0,0.009134684189400336,0,0,0.33,0.0,5.33,48.02,27.87,30,244
MD,MD-DU,Dubăsari,2008,Z2,0,0,0.009134684189400336,4,0,0.33,0.63,5.96,47.27,29.15,33,247
MD,MD-ED,Edineț,2008,Z2,0,0,0.009134684189400336,0,0,0.33,0.0,5.33,48.17,27.3,29,243
MD,MD-FL,Florești,2008,Z1,0,0,0.009134684189400336,0,0,0.33,0.0,5.33,47.9,28.28,30,244
MD,MD-GL,Glodeni,2008,Z1,0,0,0.009134684189400336,0,0,0.33,0.0,5.33,47.78,27.52,30,244
MD,MD-HI,Hîncești,2008,Z2,0,0,0.009134684189400336,3,0,0.33,0.47,5.8,46.83,28.58,35,248
MD,MD-IA,Ialoveni,2008,Z2,0,0,0.009134684189400336,4,0,0.33,0.63,5.96,46.87,28.77,35,248
MD,MD-LE,Leova,2008,Z1,15,0,0.6372619853422139,3,0,22.87,0.47,28.34,46.48,28.26,37,250
MD,MD-NI,Nisporeni,2008,Z2,0,0,0.009134684189400336,0,0,0.33,0.0,5.33,47.08,28.18,33,247
MD,MD-OC,Ocnița,2008,Z2,0,0,0.009134684189400336,0,0,0.33,0.0,5.33,48.38,27.47,28,243
MD,MD-OR,Orhei,2008,Z2,2,0,0.01822621460580879,1,0,0.65,0.16,5.81,47.38,28.82,33,247
MD,MD-RE,Rezina,2008,Z2,0,1,0.009134684189400336,0,0,1.83,0.0,6.83,47.75,28.97,32,245
MD,MD-RI,Rîșcani,2008,Z1,0,0,0.009134684189400336,0,0,0.33,0.0,5.33,47.95,27.57,30,244
MD,MD-SI,Sîngerei,2008,Z1,0,0,0.009134684189400336,0,0,0.33,0.0,5.33,47.63,28.13,31,245
MD,MD-SO,Soroca,2008,Z1,0,0,0.009134684189400336,0,0,0.33,0.0,5.33,48.16,28.3,30,243
MD,MD-ST,Strășeni,2008,Z2,0,0,0.009134684189400336,0,0,0.33,0.0,5.33,47.14,28.6,33,247
MD,MD-SD,Șoldănești,2008,Z2,4,0,0.03603723357084454,0,0,1.29,0.0,6.29,47.82,28.8,30,244
MD,MD-ST2,Ștefan Vodă,2008,Z1,1,0,0.012913301141131968,0,0,0.46,0.0,5.46,46.52,29.67,35,250
MD,MD-TA,Taraclia,2008,Z1,21,0,0.9348381964349612,0,0,33.55,0.0,38.55,45.9,28.67,37,252
MD,MD-TE,Telenești,2008,Z2,0,0,0.009134684189400336,0,0,0.33,0.0,5.33,47.5,28.37,31,246
MD,MD-UN,Ungheni,2008,Z2,0,0,0.009134684189400336,0,0,0.33,0.0,5.33,47.21,27.8,32,246
