country,region_id,region_name,year,risk_zone,i_drought_days,crust_flag,elf_raw,i_frost_days,frost_catastrophic,lr_standard_pct,lr_winter_pct,lr_full_pct,lat,lon,clay_pct,sowing_doy
HU,HU-BA,Baranya,2024,Z2,0,0,0.009134684189400336,0,0,0.33,0.0,5.33,45.98,18.22,35,255
HU,HU-BE,Békés,2024,Z1,17,0,0.7796280248474575,0,0,27.98,0.0,32.98,46.77,21.1,40,257
HU,HU-BK,Bács-Kiskun,2024,Z1,24,0,0.9761888011132211,0,0,35.04,0.0,40.04,46.57,19.37,35,257
HU,HU-BO,Borsod,2024,Z1,0,0,0.009134684189400336,0,0,0.33,0.0,5.33,48.1,20.78,30,248
HU,HU-CS,Csongrád-Csanád,2024,Z1,18,0,0.8338967485066187,0,0,29.93,0.0,34.93,46.35,20.18,42,258
HU,HU-FE,Fejér,2024,Z2,17,0,0.7796280248474575,0,0,27.98,0.0,32.98,47.12,18.53,35,255
HU,HU-GS,Győr-Moson-Sopron,2024,Z3,13,0,0.46592788692288584,0,0,16.72,0.0,21.72,47.68,17.25,28,253
HU,HU-HB,Hajdú-Bihar,2024,Z1,21,0,0.9348381964349612,0,0,33.55,0.0,38.55,47.52,21.62,38,255
HU,HU-HE,Heves,2024,Z2,2,0,0.01822621460580879,0,0,0.65,0.0,5.65,47.9,20.08,32,250
HU,HU-JN,Jász-Nagykun-Szolnok,2024,Z1,16,0,0.7137158367436659,0,0,25.62,0.0,30.62,47.17,20.18,40,257
HU,HU-KE,Komárom-Esztergom,2024,Z2,6,0,0.07001232730440324,0,0,2.51,0.0,7.51,47.68,18.2,30,253
HU,HU-NO,Nógrád,2024,Z2,8,0,0.13164405250562752,0,0,4.72,0.0,9.72,48.0,19.52,28,250
HU,HU-PE,Pest,2024,Z2,20,0,0.9099889486887538,0,0,32.66,0.0,37.66,47.5,19.38,35,255
HU,HU-SO,Somogy,2024,Z3,21,0,0.9348381964349612,0,0,33.55,0.0,38.55,46.37,17.65,30,255
HU,HU-SZ,Szabolcs-Szatmár-Bereg,2024,Z1,25,0,0.983101707501619,0,0,35.28,0.0,40.28,47.98,22.0,28,248
HU,HU-TO,Tolna,2024,Z2,21,0,0.9348381964349612,0,0,33.55,0.0,38.55,46.47,18.55,35,257
HU,HU-VA,Vas,2024,Z3,0,0,0.009134684189400336,0,0,0.33,0.0,5.33,47.1,16.83,27,253
HU,HU-VE,Veszprém,2024,Z3,0,0,0.009134684189400336,0,0,0.33,0.0,5.33,47.1,17.9,28,253
HU,HU-ZA,Zala,2024,Z3,2,0,0.01822621460580879,0,0,0.65,0.0,5.65,46.58,16.85,28,255
